club,status,county,platform,sheets,postcode,reason,evidence_url
Heaton Moor Golf Club,live,greatermanchester,clubv1,1,SK4 3NX,,https://heatonmoor.hub.clubv1.com/visitors/TeeSheet?date=2026-09-17
Houldsworth Golf Course,live,greatermanchester,clubv1,1,SK5 6BN,,https://houldsworth.hub.clubv1.com/visitors/TeeSheet?date=2026-09-12
Marple Golf Club,live,greatermanchester,brs,1,SK6 7EL,,https://visitors.brsgolf.com/marple#/course/1
Romiley Golf Course,live,greatermanchester,clubv1,1,SK6 4NT,,https://romiley.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-17
Stamford Golf Club,live,greatermanchester,clubv1,1,SK15 3PY,,https://stamford.hub.clubv1.com/visitors/TeeSheet?date=2026-09-17
Stockport Golf Club,live,greatermanchester,intelligent_golf,1,SK2 5HL,,https://www.stockportgolf.co.uk/visitorbooking/
Werneth Low Golf Course,live,greatermanchester,brs,1,SK14 3AF,,https://visitors.brsgolf.com/wernethlowgc#/course/1
Withington Golf Club,live,greatermanchester,clubv1,1,M22 4UQ,,https://withington.hub.clubv1.com/
Worsley Golf Course,live,greatermanchester,intelligent_golf,1,M30 8AP,,https://worsley.intelligentgolf.co.uk/visitorbooking/
Alton Golf Club,live,hampshire,clubv1,1,GU34 4BU,,https://alton.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-10
Andover Golf Club,live,hampshire,intelligent_golf,1,SP10 2EF,,https://andover.intelligentgolf.co.uk/visitorbooking/
Avington Park Golf Course,live,hampshire,intelligent_golf,1,SO21 1BZ,,https://www.avingtongolf.co.uk/visitorbooking/
Basingstoke Golf Club,live,hampshire,intelligent_golf,1,RG25 2AD,,https://www.basingstokegolfclub.co.uk/visitorbooking/
Bishopswood Golf Course,live,hampshire,intelligent_golf,1,RG26 4AT,,https://www.bishopswood.golf/visitorbooking
Blackwater Valley Golf Centre,live,hampshire,clubv1,1,GU46 7SZ,,https://blackwatervalley.hub.clubv1.com/visitors/TeeSheet?date=2026-09-10
Boundary Lakes Golf Club,live,hampshire,brs,1,SO30 3XH,,https://visitors.brsgolf.com/ageasbowl#/course/1
Bramshaw Golf Course,live,hampshire,chronogolf,2,SO43 7HE,,https://www.chronogolf.com/club/18870/widget?medium=widget&source=club
Burley Golf Club,live,hampshire,intelligent_golf,1,BH24 4BB,,https://burley.intelligentgolf.co.uk/visitorbooking/
Cams Hall Estate Golf Course,live,hampshire,intelligent_golf,5,PO16 8UP,,https://golf.camshallgolf.co.uk/visitorbooking/
East Horton Golf Club,live,hampshire,brs,3,SO50 7EA,,https://visitors.brsgolf.com/easthorton#/course/1
Gosport & Stokes Bay Golf Course,live,hampshire,clubv1,1,PO12 2AT,,https://gsb.hub.clubv1.com/visitors/TeeSheet?date=2026-09-10
Hayling Golf Club,live,hampshire,intelligent_golf,1,PO11 0BX,,https://hayling.intelligentgolf.co.uk/visitorbooking/
Hockley Golf Club,live,hampshire,intelligent_golf,1,SO21 1PL,,https://hockley.intelligentgolf.co.uk/visitorbooking/
Lee-on-the-Solent Golf Course,live,hampshire,intelligent_golf,1,PO13 9PB,,https://www.leegolf.co.uk/visitorbooking/
New Forest Golf Club,live,hampshire,brs,1,SO43 7BU,,https://visitors.brsgolf.com/newforestengland#/open-competitions
Old Thorns,live,hampshire,chronogolf,1,GU30 7PE,,https://www.chronogolf.com/club/18899/widget?medium=widget&source=club
Paultons Golf Centre,live,hampshire,chronogolf,1,SO51 6AN,,https://www.chronogolf.com/club/18539/widget?medium=widget&source=club
Petersfield Golf Club,live,hampshire,intelligent_golf,2,GU33 7QY,,https://www.petersfieldgolfclub.co.uk/visitorbooking/
Royal Winchester Golf Club,live,hampshire,intelligent_golf,1,SO22 5QE,,https://www.royalwinchestergolfclub.com/visitorbooking/
Sherfield Oaks Golf Club,live,hampshire,golf_manager,1,RG27 0HB,,https://sherfieldoaks.golfmanager.com/consumer/ebookings?i=1&resourcetype=100054&date=2025-02-20
Skylark Golf & Country Club,live,hampshire,intelligent_golf,1,PO15 6TJ,,https://skylark.intelligentgolf.co.uk/visitorbooking/
South Winchester Golf Club,live,hampshire,intelligent_golf,1,SO22 5QX,,https://golf.southwinchestergolf.co.uk/visitorbooking/
Southwick Park Golf Course,live,hampshire,intelligent_golf,1,PO17 6EL,,https://www.southwickparkgolfclub.com/visitorbooking/
Stoneham Golf Club,live,hampshire,intelligent_golf,1,SO16 3TT,,https://www.stonehamgolfclub.org.uk/visitorbooking/
Test Valley Golf Club,live,hampshire,intelligent_golf,2,RG25 3DS,,https://testvalley.intelligentgolf.co.uk/visitorbooking/
Waterlooville Golf Course,live,hampshire,clubv1,1,PO8 8AP,,https://waterlooville.hub.clubv1.com/
Weybrook Park Golf Club,live,hampshire,intelligent_golf,3,RG24 9NT,,https://weybrookpark.intelligentgolf.co.uk/visitorbooking/
Wickham Park Golf Course,live,hampshire,intelligent_golf,1,PO17 5PJ,,https://golf.wickhamparkgolf.co.uk/visitorbooking/
Worldham Golf Club,live,hampshire,chronogolf,1,GU34 3BF,,https://www.chronogolf.com/club/19730/widget?medium=widget&source=club
Aldenham Golf Club,live,hertfordshire,brs,2,WD25 8NN,,https://visitors.brsgolf.com/aldenham
Aldwickbury Park Golf Course,live,hertfordshire,esp,1,AL5 1AB,,https://www.e-s-p.com/elitelive/book_date.php
Ash Valley Golf Club,live,hertfordshire,brs,2,SG10 6HD,,https://visitors.brsgolf.com/ashvalley#/course/1
Batchworth Park Golf Club,live,hertfordshire,intelligent_golf,1,WD3 1JS,,https://batchworthpark.intelligentgolf.co.uk/visitorbooking/
Berkhamsted Golf Club,live,hertfordshire,intelligent_golf,1,HP4 2QB,,https://www.berkhamstedgolfclub.co.uk/visitorbooking/
Brocket Hall,live,hertfordshire,intelligent_golf,2,AL8 7XG,,https://brocket.intelligentgolf.co.uk/visitorbooking/
Brookmans Park Golf Course,live,hertfordshire,intelligent_golf,1,AL9 7AT,,https://www.bpgc.co.uk/visitorbooking/
Chesfield Downs Golf Club,live,hertfordshire,intelligent_golf,2,SG4 7EQ,,https://golf.chesfielddownsgolf.co.uk/visitorbooking/
Essendon Country Club,live,hertfordshire,intelligent_golf,2,AL9 6HN,,https://www.essendoncc.co.uk/visitorbooking/
Great Hadham Golf Course,live,hertfordshire,intelligent_golf,1,SG10 6JE,,https://greathadham.intelligentgolf.co.uk/visitorbooking/
Harpenden Golf Course,live,hertfordshire,intelligent_golf,1,AL5 2AX,,https://harpenden.intelligentgolf.co.uk/visitorbooking/
Knebworth Golf Course,live,hertfordshire,intelligent_golf,1,SG3 6NL,,https://www.knebworthgolfclub.com/visitorbooking/
Little Hay Golf Complex,live,hertfordshire,chronogolf,2,HP3 0DT,,https://www.chronogolf.com/en/club/18832/widget?medium=widget&source=club
Mid Herts Golf Club,live,hertfordshire,intelligent_golf,1,AL4 8RS,,https://www.midhertsgolfclub.co.uk/visitorbooking/
Mill Green Golf Club,live,hertfordshire,golf_manager,1,AL7 4TY,,https://millgreen.golfmanager.com/consumer/home?area=100001
Old Fold Manor Golf Course,live,hertfordshire,intelligent_golf,1,EN5 4QN,,https://www.oldfoldmanor.co.uk/visitorbooking/
Pinner Hill Golf Club,live,hertfordshire,intelligent_golf,1,HA5 3YA,,https://www.pinnerhillgc.co.uk/visitorbooking/
Porters Park Golf Club,live,hertfordshire,intelligent_golf,1,WD7 7AZ,,https://www.portersparkgolfclub.co.uk/visitorbooking/
Redbourn Golf Club,live,hertfordshire,esp,1,AL3 7QA,,https://www.e-s-p.com/elitelive/book_date.php
Royston Golf Club,live,hertfordshire,intelligent_golf,1,SG8 5BG,,https://www.roystongolfclub.co.uk/visitorbooking/
The Nine of Herts,live,hertfordshire,intelligent_golf,1,WD3 1JS,,https://nineofherts.intelligentgolf.co.uk/visitorbooking/
Verulam Golf Club,live,hertfordshire,intelligent_golf,1,AL1 1JG,,https://www.verulamgolf.co.uk/visitorbooking/
West Herts Golf Club,live,hertfordshire,intelligent_golf,1,WD3 3GG,,https://www.westhertsgolfclub.co.uk/visitorbooking/
Whitehill Golf,live,hertfordshire,brs,1,SG12 0JS,,https://visitors.brsgolf.com/whitehill#/course/1
Boars Head Golf Centre,live,kent,brs,1,TN6 2XA,,https://visitors.brsgolf.com/boarshead#/course/1
Ashford Golf Club,live,kent/sussex,clubv1,1,TN25 4NT,,
Bexleyheath Golf Club,live,kent/sussex,clubv1,1,DA6 8JS,,
Bognor Regis Golf Club,live,kent/sussex,clubv1,1,PO22 8JD,,https://bognorregis.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-09
Broome Park Golf Club,live,kent/sussex,brs,1,CT4 6QX,,
Chelsfield Lakes Golf Club,live,kent/sussex,esp,1,BR6 9BX,,https://www.e-s-p.com/elitelive/book_group.php
Cherry Lodge Golf Club,live,kent/sussex,brs,1,TN16 3AX,,
Chestfield Golf Club,live,kent/sussex,intelligent_golf,1,CT5 3LU,,https://chestfield.intelligentgolf.co.uk/visitorbooking/
Cuckfield Golf Centre,live,kent/sussex,intelligent_golf,1,RH17 5HY,,
Dale Hill Golf Club,live,kent/sussex,shiji,2,TN5 7DQ,,
Darenth Valley Golf Course,live,kent/sussex,esp,1,TN14 7SA,,
Dyke Golf Club,live,kent/sussex,clubv1,1,BN1 8YJ,,https://dykegolfclub.hub.clubv1.com/visitors/TeeSheet?date=2026-09-09
Etchinghill Golf Club,live,kent/sussex,esp,1,CT18 8FA,,https://www.e-s-p.com/elitelive/book_group.php
Ham Manor,live,kent/sussex,intelligent_golf,1,BN16 4JE,,https://www.hammanor.co.uk/visitorbooking/
Hever Castle Golf Club,live,kent/sussex,intelligent_golf,2,TN8 7NP,,https://hever.intelligentgolf.co.uk/visitorbooking/
Hill Barn Golf Club,live,kent/sussex,esp,1,BN14 9QF,,http://www.e-s-p.com/elitelive/book_group.php
Holtye Golf Club,live,kent/sussex,intelligent_golf,1,TN8 7ED,,https://www.holtye.com/visitorbooking/
Ifield Golf and Country Club,live,kent/sussex,intelligent_golf,1,RH11 0LN,,https://www.ifieldgolf.com/visitorbooking/
Kings Hill Golf Club,live,kent/sussex,clubv1,1,ME19 4GF,,https://kingshill.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-09
Langley Park Golf Course,live,kent/sussex,intelligent_golf,1,BR3 6SZ,,https://langleypark.intelligentgolf.co.uk/visitorbooking/
Leeds Castle Golf Course,live,kent/sussex,brs,1,ME17 1PL,,
Lewes Golf Club,live,kent/sussex,brs,1,BN7 2BB,,https://visitors.brsgolf.com/lewes?iframe=1
Lindfield Golf Course,live,kent/sussex,brs,1,RH16 2QN,,https://visitors.brsgolf.com/lindfield#/course/1
Littlehampton Golf Club,live,kent/sussex,clubv1,1,BN17 5DL,,https://littlehampton.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-09
Lullingstone Park Golf Course,live,kent/sussex,chronogolf,2,BR6 7PX,,https://www.chronogolf.com/en/club/19204/widget?medium=widget&source=club
Lydd Golf Club,live,kent/sussex,brs,1,TN29 9LS,,https://visitors.brsgolf.com/lydd#/course/1
Mercure Hythe Imperial Golf Course,live,kent/sussex,brs,1,CT21 6AE,,https://visitors.brsgolf.com/hythe
Mid Sussex Golf Club,live,kent/sussex,intelligent_golf,1,BN6 8XJ,,https://www.midsussexgolfclub.co.uk/visitorbooking/
Nevill Golf Club,live,kent/sussex,intelligent_golf,1,TN2 5JW,,
North Foreland Golf Club,live,kent/sussex,intelligent_golf,2,CT10 3PU,,https://northforeland.intelligentgolf.co.uk/visitorbooking/
Peacehaven Golf Course,live,kent/sussex,brs,1,BN9 9UH,,https://visitors.brsgolf.com/peacehaven9#/course/1
Pedham Place Golf Centre,live,kent/sussex,esp,1,BR8 8PP,,https://www.e-s-p.com/elitelive/login.php
Pyecombe Golf Course,live,kent/sussex,brs,1,BN45 7FF,,https://visitors.brsgolf.com/pyecombe#/course/1
Rookwood Golf Course,live,kent/sussex,intelligent_golf,1,RH12 3RR,,
Royal Ashdown Forest Golf Club,live,kent/sussex,intelligent_golf,2,RH18 5LR,,https://www.royalashdown.co.uk/visitorbooking/
Royal Blackheath Golf Club,live,kent/sussex,intelligent_golf,1,SE9 5AF,,https://www.royalblackheath.com/visitorbooking/
Seaford Golf Club,live,kent/sussex,intelligent_golf,1,BN25 2JD,,https://seaford.intelligentgolf.co.uk/visitorbooking/
Seaford Head Golf Club,live,kent/sussex,brs,1,BN25 4JS,,https://visitors.brsgolf.com/seafordhead#/course/1
Sedlescombe Golf Club,live,kent/sussex,esp,1,TN33 0SG,,
Selsey Golf Club,live,kent/sussex,intelligent_golf,1,PO20 9DR,,https://selsey.intelligentgolf.co.uk/visitorbooking/
Sheerness Golf Club,live,kent/sussex,clubv1,1,ME12 3AD,,https://sheerness.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-09
Singing Hills Golf Course,live,kent/sussex,intelligent_golf,6,BN6 9EB,,https://www.singinghillsgolfcourse.co.uk/visitorbooking/
St Augustine's Golf Club,live,kent/sussex,brs,1,CT12 5JN,,
Stonelees Golf Centre,live,kent/sussex,intelligent_golf,3,CT12 5DJ,,https://stonelees.intelligentgolf.co.uk/visitorbooking/
Sundridge Park Golf Course,live,kent/sussex,intelligent_golf,2,BR1 3NE,,https://www.sundridgeparkgolfclub.co.uk/visitorbooking/
Tenterden Golf Club,live,kent/sussex,clubv1,1,TN30 7DR,,
The Weald of Kent Golf Course,live,kent/sussex,intelligent_golf,1,TN27 9PT,,https://wealdofkent.intelligentgolf.co.uk/visitorbooking/
Tilgate Forest Golf Centre,live,kent/sussex,intelligent_golf,1,RH10 5EU,,
Walmer and Kingsdown Golf Links,live,kent/sussex,brs,1,CT14 8EP,,https://visitors.brsgolf.com/walmerandkingsdown#/course/1
West Kent Golf Club,live,kent/sussex,intelligent_golf,1,BR6 7LD,,https://www.wkgc.co.uk/visitorbooking/
West Sussex Golf Club,live,kent/sussex,intelligent_golf,1,RH20 2EN,,https://westsussex.intelligentgolf.co.uk/visitorbooking/
Westgate and Birchington Golf Club,live,kent/sussex,brs,1,CT8 8LT,,https://visitors.brsgolf.com/westgatebirchington#/course/1
Brighton & Hove Golf Club,live,kent/sussex/surrey,intelligent_golf,1,BN1 8YJ,,https://brighton.intelligentgolf.co.uk/visitorbooking/
Chichester Golf Club,live,kent/sussex/surrey,esp,1,PO20 1AX,,https://www.e-s-p.com/elitelive/book_date.php
East Brighton Golf Club,live,kent/sussex/surrey,intelligent_golf,1,BN2 5RA,,https://eastbrighton.intelligentgolf.co.uk/visitorbooking/
Hampton Court Palace Golf Club,live,kent/sussex/surrey,golf_manager,1,KT1 4AD,,https://hamptoncourtpalace.golfmanager.com/consumer/ebookings?i=1&resourcetype=100062
Park Wood Golf Club,live,kent/sussex/surrey,brs,1,TN16 2EJ,,https://visitors.brsgolf.com/parkwood#/course/1
Accrington and District Golf Club,live,lancashire,intelligent_golf,1,BB5 4LS,,https://www.accringtongolfclub.com/visitorbooking/
Allerton Manor Golf Club,live,lancashire,intelligent_golf,1,L18 3JT,,https://allertonmanor.intelligentgolf.co.uk/visitorbooking/
Baxenden Golf Course,live,lancashire,brs,1,BB5 2EA,,https://visitors.brsgolf.com/baxendendistrict#/course/1
Berrington Hall Golf Club,live,lancashire,brs,1,WA11 7PY,,https://visitors.brsgolf.com/berringtonhall#/course/1
Blackburn Golf Club,live,lancashire,brs,1,BB2 7AX,,https://visitors.brsgolf.com/blackburn#/course/1
Blackley Golf Club,live,lancashire,intelligent_golf,1,M9 7HW,,https://www.blackleygolfclub.com/visitorbooking/
Bolton Golf Club,live,lancashire,brs,1,BL6 4DR,,https://visitors.brsgolf.com/bolton#/course/1
Breightmet Golf Club,live,lancashire,brs,1,BL2 4HY,,https://visitors.brsgolf.com/breightmet#/course/1
Brookdale Golf Club,live,lancashire,brs,1,M35 9YA,,https://visitors.brsgolf.com/brookdale
Burnley Golf Club,live,lancashire,intelligent_golf,1,BB11 3RW,,https://www.burnleygolfclub.com/visitorbooking/
Chorley Golf Club,live,lancashire,intelligent_golf,1,PR6 9HX,,https://www.chorleygolfclub.co.uk/visitorbooking/
Clitheroe Golf Course,live,lancashire,intelligent_golf,1,BB7 1PP,,https://www.clitheroegolfclub.com/visitorbooking/
Crompton & Royton Golf Club,live,lancashire,brs,1,OL2 6RW,,https://visitors.brsgolf.com/cromptonroyton
Darwen Golf Club,live,lancashire,brs,1,BB3 0LB,,https://visitors.brsgolf.com/darwen#/course/1
Davyhulme Park Golf Club,live,lancashire,intelligent_golf,1,M41 8SA,,https://davyhulme.intelligentgolf.co.uk/visitorbooking/
Dean Wood Golf Club,live,lancashire,intelligent_golf,1,WN8 0QZ,,https://www.deanwoodgolfclub.co.uk/visitorbooking/
Douglas Valley Golf Course,live,lancashire,brs,1,BL6 5HX,,https://visitors.brsgolf.com/douglasvalley#/course/1
Dunscar Golf Club,live,lancashire,brs,1,BL7 9QY,,https://visitors.brsgolf.com/dunscar#/course/1
Ellesmere Golf Club,live,lancashire,brs,1,M28 2RH,,https://visitors.brsgolf.com/ellesmere#/open-competitions
Gathurst Golf Club,live,lancashire,clubv1,1,WN6 8EW,,https://gathurst.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-12
Ghyll Golf Club,live,lancashire,clubv1,1,BB18 6JQ,,https://ghyll.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-12
Grange Park Golf Club,live,lancashire,intelligent_golf,1,WA10 3AG,,https://www.grangeparkgolfclub.co.uk/visitorbooking/
Grange-over-Sands Golf Club,live,lancashire,clubv1,1,LA11 6QX,,https://grangeoversands.hub.clubv1.com/visitors/booking
Greenmount Golf Club,live,lancashire,brs,1,BL8 4LH,,
Haydock Park Golf Club,live,lancashire,intelligent_golf,1,WA12 0HX,,https://www.haydockparkgc.co.uk/visitorbooking/
Hesketh Golf Club,live,lancashire,intelligent_golf,1,PR9 9QQ,,https://hesketh.intelligentgolf.co.uk/visitorbooking/
Heysham Golf Club,live,lancashire,intelligent_golf,1,LA3 3JH,,https://www.heyshamgolfclub.co.uk/visitorbooking/
Hindley Hall Golf Club,live,lancashire,intelligent_golf,1,WN2 2SQ,,https://www.hindleyhallgolfclub.co.uk/visitorbooking/
Houghwood Golf Club,live,lancashire,intelligent_golf,1,WA11 8RL,,https://houghwood.intelligentgolf.co.uk/visitorbooking/
Hurlston Hall Golf Club,live,lancashire,intelligent_golf,1,L40 8HB,,https://hurlston.intelligentgolf.co.uk/visitorbooking/
Huyton & Prescot Golf Club,live,lancashire,clubv1,1,L36 1UA,,https://huytonandprescot.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-12
Knott End Golf Course,live,lancashire,brs,1,FY6 0AA,,https://visitors.brsgolf.com/knottend#/course/1
Lancaster Golf Club,live,lancashire,intelligent_golf,1,LA2 0AJ,,https://www.lancastergc.co.uk/visitorbooking/
Lansil Golf Club,live,lancashire,clubv1,1,LA1 3UA,,https://lansil.hub.clubv1.com/visitors/TeeSheet?date=2026-09-12
Leyland Golf Club,live,lancashire,intelligent_golf,1,PR25 5UD,,https://www.leylandgolfclub.co.uk/visitorbooking/
Lytham Green Drive Golf Course,live,lancashire,brs,1,FY8 4LE,,https://visitors.brsgolf.com/lytham#/course/1
Manchester Golf Club,live,lancashire,brs,1,M24 6XF,,http://www.brsgolf.com/manchester/visitor_home.php
Morecambe Golf Course,live,lancashire,intelligent_golf,1,LA4 6AJ,,https://www.morecambegolfclub.com/visitorbooking/
Mossock Hall Golf Club,live,lancashire,brs,1,L39 6TA,,https://visitors.brsgolf.com/mossockhall#/course/1
Ormskirk Golf Club,live,lancashire,intelligent_golf,1,L40 5UJ,,https://www.ormskirkgolfclub.com/visitorbooking/
Penwortham Golf Course,live,lancashire,brs,1,PR1 0AX,,https://visitors.brsgolf.com/penwortham#/course/1
Pleasington Golf Club,live,lancashire,intelligent_golf,1,BB2 5JL,,https://pleasington.intelligentgolf.co.uk/visitorbooking/
Prestwich Golf Club,live,lancashire,brs,1,M25 9SB,,https://visitors.brsgolf.com/prestwich#/course/1
Rishton Golf Club,live,lancashire,brs,1,BB1 4EE,,https://visitors.brsgolf.com/rishton
Rossendale Golf Club,live,lancashire,intelligent_golf,1,BB4 6LH,,https://www.rossendalegolfclub.net/visitorbooking/
Royal Birkdale Golf Club,live,lancashire,intelligent_golf,1,PR8 2LX,,https://birkdale.intelligentgolf.co.uk/visitorbooking/
Royal Lytham & St Annes Golf Course,live,lancashire,brs,1,FY8 1PB,,https://visitors.brsgolf.com/royallytham
Shaw Hill Golf Club,live,lancashire,brs,1,PR6 7PP,,https://www.brsgolf.com/shawhill/visitor_home.php
Sherdley Park Golf Course,live,lancashire,intelligent_golf,1,WA9 5DE,,https://sherdleypark.intelligentgolf.co.uk/visitorbooking/
Southport Golf Academy,live,lancashire,brs,1,PR4 6JX,,https://visitors.brsgolf.com/southportacademy#/course/1
Southport Old Links Golf Club,live,lancashire,clubv1,1,PR9 7TF,,https://solgc.hub.clubv1.com/visitors/booking
Stand Golf Club,live,lancashire,intelligent_golf,1,M45 7NL,,https://www.standgolfclub.co.uk/visitorbooking/
Stonyhurst Golf Club,live,lancashire,clubv1,1,BB7 9QU,,https://stonyhurst.hub.clubv1.com/visitors/TeeSheet?date=2026-09-12
Werneth Golf Club,live,lancashire,brs,1,OL8 3BB,,https://visitors.brsgolf.com/werneth
West Derby Golf Club,live,lancashire,brs,1,L12 9HQ,,https://visitors.brsgolf.com/westderby#/course/1
West Lancashire Golf Club,live,lancashire,brs,1,L23 8SZ,,https://visitors.brsgolf.com/westlancashire
Westhoughton Golf Club,live,lancashire,clubv1,1,BL5 2BR,,https://westhoughton.hub.clubv1.com/Visitors/TeeSheet?date=2026-09-12
Widnes Golf Club,live,lancashire,brs,1,WA8 7DT,,https://visitors.brsgolf.com/widnes#/course/1
Wilpshire Golf Course,live,lancashire,brs,1,BB1 9LF,,https://visitors.brsgolf.com/wilpshire#/course/1
Woolton Golf Club,live,lancashire,intelligent_golf,1,L25 8SN,,https://www.wooltongolfclub.com/visitorbooking/
Beedles Lake Golf Course,live,leicestershire,brs,2,LE7 3WQ,,https://visitors.brsgolf.com/beedleslake
Charnwood Forest Golf Course,live,leicestershire,intelligent_golf,1,LE12 8TA,,https://www.charnwoodforestgolfclub.com/visitorbooking/
Glen Gorse Golf Club,live,leicestershire,intelligent_golf,1,LE2 4RF,,https://www.glengorsegolfclub.co.uk/visitorbooking/
